cutout,pair_id,x0_kpc,y0_kpc,tng_ad_statistic,tng_ad_empirical_p,tng_residual_rms,grf_median_residual_rms,tng_residual_rms_empirical_p,tng_negative_dip,grf_median_negative_dip,tng_negative_dip_empirical_p,tng_residual_max_abs,grf_median_residual_max_abs,tng_residual_max_abs_empirical_p,tng_distinguishable_ad,tng_distinguishable_rms
cutout_14.hdf5,359,-48.997295482006315,-67.41904244424147,18.652777354667197,0.4285714285714285,0.0079809543069173,0.0106493889637667,0.8095238095238095,0.0164037344341509,0.0210610433960293,0.6666666666666666,0.0164037344341509,0.0213905999151601,0.7619047619047619,False,False
cutout_14.hdf5,360,45.83461463677305,-125.54093779822315,9.140905961500602,0.4285714285714285,0.002868169604443,0.0032091108758919,0.6190476190476191,0.0040438398827402,0.0059253456513642,0.7142857142857143,0.0060336120687606,0.0060918435625166,0.3809523809523809,False,False
cutout_14.hdf5,361,-124.74628063947716,133.04229023845,3.966361067341487,0.7619047619047619,0.051243490697056,0.0556769193033303,0.8571428571428571,0.0709153552941505,0.0897082229864607,0.9523809523809524,0.089262921948409,0.1083735935781225,0.8571428571428571,False,False
cutout_14.hdf5,362,-89.53279143922067,2.0773227705937134,86.94456573200375,0.1428571428571428,0.0247176610638133,0.0126122534630754,0.1904761904761904,0.0521010400548257,0.0272968415256301,0.1904761904761904,0.0521010400548257,0.0318593783864862,0.1904761904761904,False,False
cutout_14.hdf5,363,9.879487849768584,63.86125444780299,3.880384439343351,0.8095238095238095,0.0248799399389491,0.0231155441585013,0.7142857142857143,0.0457812048399569,0.0453082093567783,0.9047619047619048,0.0457812048399569,0.0453082093567783,0.9047619047619048,False,False
cutout_14.hdf5,364,153.59350114132187,-74.62107514214634,15.39407515327367,0.4285714285714285,0.0020393909477923,0.0021160639288332,0.6190476190476191,0.0037963836361225,0.0066952661678785,1.0,0.0044894389175539,0.0066952661678785,0.9523809523809524,False,False
cutout_14.hdf5,365,112.2705096114258,6.217604588666721,26.168357258834646,0.2857142857142857,0.022242809048506,0.0478037013782815,0.9523809523809524,0.0989876603890399,0.1741228676106752,0.9523809523809524,0.0989876603890399,0.1806827332965212,0.9523809523809524,False,False
cutout_14.hdf5,366,-163.17723187412278,-49.895417917085744,12.434248816290456,0.4285714285714285,0.0125450773949959,0.0139332798835243,0.9047619047619048,0.0187647274410664,0.0234648331058743,0.8571428571428571,0.0213752628158986,0.023830357980136,0.9047619047619048,False,False
cutout_14.hdf5,367,51.14057670324309,-178.5173476210218,13.85495301403274,0.4285714285714285,0.0021561564855714,0.0037598212585472,1.0,0.003342600365088,0.0114399307010079,1.0,0.0112021258806164,0.0136850465668455,0.8571428571428571,False,False
cutout_14.hdf5,368,-105.65818464581032,112.77088089209516,70.17662687048531,0.1904761904761904,0.0162511389057953,0.0442551677993225,0.8571428571428571,0.0278164269781201,0.0863777070893111,0.9047619047619048,0.0546907939613048,0.107847258929422,0.8095238095238095,False,False
cutout_14.hdf5,369,-32.9868691249748,-44.61533092709592,2.4334245715332656,0.9523809523809524,0.0457873214801716,0.0477172200245934,0.5714285714285714,0.1329382871202585,0.0872699200833749,0.238095238095238,0.1329382871202585,0.0872699200833749,0.238095238095238,False,False
cutout_14.hdf5,370,-196.7204913425022,12.07430425505812,13.537543049350624,0.7619047619047619,0.0053022152455012,0.0046600432187617,0.3333333333333333,0.0082213977611178,0.0111592372765873,0.5714285714285714,0.0136529075001785,0.0120876075984777,0.238095238095238,False,False
cutout_14.hdf5,371,126.93074970767351,10.960657691029915,31.66699939041949,0.1904761904761904,0.0323511019006713,0.0825915672502115,1.0,0.0860427824748431,0.2534259500231688,1.0,0.0860427824748431,0.2971750642199864,1.0,False,False
cutout_14.hdf5,372,-122.61033749042718,42.302598120081775,61.569587089509305,0.1428571428571428,0.0429728904084865,0.0250013767709815,0.0476190476190476,0.0881076165798314,0.048361204849105,0.0476190476190476,0.0881076165798314,0.0499407810528207,0.0476190476190476,False,True
