cutout,pair_id,grf_index,grf_ad_statistic,grf_ad_empirical_p,grf_residual_rms,grf_residual_rms_empirical_p,grf_negative_dip,grf_negative_dip_empirical_p,grf_residual_max_abs,grf_residual_max_abs_empirical_p,grf_distinguishable_ad,grf_distinguishable_rms
cutout_17.hdf5,426,3,2.706081348466165,0.5714285714285714,0.0006020066489135,0.4761904761904761,0.0014993977069495,0.5714285714285714,0.0015055431147488,0.5714285714285714,False,False
cutout_17.hdf5,426,4,3.522392703793991,0.4285714285714285,0.0005864539682587,0.5714285714285714,0.0013924824259386,0.9047619047619048,0.0014880510322085,0.6666666666666666,False,False
cutout_17.hdf5,427,0,9.6924156340414,0.6190476190476191,0.0004495470191102,0.0952380952380952,0.0010926166279566,0.1904761904761904,0.0010926166279566,0.1904761904761904,False,False
cutout_17.hdf5,427,1,41.134729976008046,0.0476190476190476,0.0002374520950277,0.9523809523809524,0.000722514984597,0.6666666666666666,0.000722514984597,0.6666666666666666,True,False
cutout_17.hdf5,427,2,5.076689659137424,0.8095238095238095,0.0003565881679943,0.3809523809523809,0.0006820947669389,0.7142857142857143,0.0006820947669389,0.7142857142857143,False,False
cutout_17.hdf5,427,3,15.591027478726058,0.2857142857142857,0.0004487023219092,0.0952380952380952,0.001675302564288,0.0476190476190476,0.001675302564288,0.0476190476190476,False,False
cutout_17.hdf5,427,4,21.101550314432608,0.238095238095238,0.0002689802429253,0.9047619047619048,0.0007974849462729,0.3809523809523809,0.0007974849462729,0.4761904761904761,False,False
cutout_17.hdf5,428,0,1.7110993716016298,0.8571428571428571,0.0007596236491004,0.7619047619047619,0.0032123148400955,0.3809523809523809,0.0032123148400955,0.3809523809523809,False,False
cutout_17.hdf5,428,1,7.108455493137161,0.3333333333333333,0.0006904932273478,1.0,0.0026401491063589,0.6666666666666666,0.0026401491063589,0.7142857142857143,False,False
cutout_17.hdf5,428,2,4.9591310262674915,0.5238095238095238,0.0009796724416795,0.1428571428571428,0.0036416840497599,0.1904761904761904,0.0036416840497599,0.1904761904761904,False,False
cutout_17.hdf5,428,3,2.02381357805961,0.8095238095238095,0.0007445967780123,0.8095238095238095,0.0030771700124891,0.4285714285714285,0.0030771700124891,0.4285714285714285,False,False
cutout_17.hdf5,428,4,6.679385782437524,0.3333333333333333,0.00079707972457,0.7142857142857143,0.0034382728652498,0.238095238095238,0.0034382728652498,0.238095238095238,False,False
cutout_17.hdf5,429,0,3.024859556038143,0.8095238095238095,0.0024568186067719,0.8095238095238095,0.0047497458457586,0.9523809523809524,0.0047497458457586,0.9523809523809524,False,False
cutout_17.hdf5,429,1,14.157745577880265,0.3809523809523809,0.0031342088103512,0.3333333333333333,0.0061873344379203,0.3333333333333333,0.0061873344379203,0.3333333333333333,False,False
cutout_17.hdf5,429,2,13.0731591783025,0.3809523809523809,0.0030961874759366,0.4285714285714285,0.0060404840340584,0.4285714285714285,0.0060404840340584,0.4285714285714285,False,False
cutout_17.hdf5,429,3,7.018257273870113,0.5714285714285714,0.0029449903280518,0.4761904761904761,0.0055660681233221,0.5238095238095238,0.0055660681233221,0.5238095238095238,False,False
cutout_17.hdf5,429,4,41.87945230812902,0.0476190476190476,0.0033914335316173,0.1428571428571428,0.0068322920511476,0.1904761904761904,0.0068322920511476,0.1904761904761904,True,False
cutout_17.hdf5,430,0,28.520807512513112,0.4761904761904761,0.0005188930692878,1.0,0.0019963828954358,0.9523809523809524,0.0019963828954358,0.9523809523809524,False,False
cutout_17.hdf5,430,1,43.12236705330379,0.0952380952380952,0.0011416463338892,0.3333333333333333,0.0037093151175235,0.3333333333333333,0.0037093151175235,0.3333333333333333,False,False
cutout_17.hdf5,430,2,62.19491541288092,0.0952380952380952,0.0012001172608029,0.1904761904761904,0.0041042109987294,0.1904761904761904,0.0041042109987294,0.1904761904761904,False,False
cutout_17.hdf5,430,3,7.908117664938963,0.9523809523809524,0.0008296326561513,0.6190476190476191,0.0030488783274372,0.4285714285714285,0.0030488783274372,0.4285714285714285,False,False
cutout_17.hdf5,430,4,6.9623620224401135,0.9523809523809524,0.0008231505005548,0.6190476190476191,0.0032231545035375,0.4285714285714285,0.0032231545035375,0.4285714285714285,False,False
cutout_17.hdf5,431,0,2.569355597535725,0.6190476190476191,0.0018737138859852,0.4761904761904761,0.0031645983677266,0.4761904761904761,0.0031645983677266,0.4761904761904761,False,False
cutout_17.hdf5,431,1,5.844572659085172,0.4761904761904761,0.002166874683081,0.1428571428571428,0.0038926543038638,0.1428571428571428,0.0038926543038638,0.1428571428571428,False,False
cutout_17.hdf5,431,2,13.249490828641918,0.4285714285714285,0.0015966474785308,0.7142857142857143,0.0022756000914387,0.8095238095238095,0.002698339463956,0.6666666666666666,False,False
cutout_17.hdf5,431,3,13.25928307794818,0.4285714285714285,0.0015408699150986,0.7619047619047619,0.002411273146576,0.7142857142857143,0.0025611834316371,0.9523809523809524,False,False
cutout_17.hdf5,431,4,12.948930350147547,0.4285714285714285,0.0015559418949332,0.7142857142857143,0.0024150183075478,0.7142857142857143,0.0025859882171615,0.7619047619047619,False,False
cutout_17.hdf5,432,0,1.0708684744183612,1.0,0.0036131166145239,0.5714285714285714,0.0056714975294986,0.5714285714285714,0.0056714975294986,0.6190476190476191,False,False
cutout_17.hdf5,432,1,9.430730025595532,0.3333333333333333,0.0031838189861563,0.9523809523809524,0.0048176016248965,0.6666666666666666,0.0054884125044652,0.9047619047619048,False,False
cutout_17.hdf5,432,2,1.3321226948986813,0.9047619047619048,0.0039173863357744,0.4285714285714285,0.0063771346918002,0.4285714285714285,0.0063771346918002,0.4285714285714285,False,False
cutout_17.hdf5,432,3,0.8538957234946511,1.0,0.0037063569501585,0.4761904761904761,0.0059853960278381,0.5238095238095238,0.0059853960278381,0.5238095238095238,False,False
cutout_17.hdf5,432,4,10.785826722868707,0.1428571428571428,0.0044376686674485,0.1428571428571428,0.0076142775271547,0.1428571428571428,0.0076142775271547,0.1428571428571428,False,False
cutout_17.hdf5,433,0,12.814642916864914,0.1428571428571428,0.0051488830265354,0.0952380952380952,0.0094950436909889,0.0952380952380952,0.0094950436909889,0.0952380952380952,False,False
cutout_17.hdf5,433,1,9.097422856409004,0.238095238095238,0.0043917334450411,0.1428571428571428,0.00946955000804,0.0952380952380952,0.00946955000804,0.0952380952380952,False,False
cutout_17.hdf5,433,2,2.205544731764819,0.9047619047619048,0.0042216131358654,0.238095238095238,0.0070251025425149,0.2857142857142857,0.0070251025425149,0.5238095238095238,False,False
cutout_17.hdf5,433,3,17.862768456789183,0.1428571428571428,0.0030613403114261,0.9523809523809524,0.0044409839985378,0.9523809523809524,0.0052076816965639,1.0,False,False
cutout_17.hdf5,433,4,2.3584742369900003,0.9047619047619048,0.0037744973717769,0.5238095238095238,0.0058119246729929,0.5238095238095238,0.0072034757924775,0.4761904761904761,False,False
cutout_17.hdf5,434,0,11.812822368957194,0.6190476190476191,0.0020423717431256,0.2857142857142857,0.0042404822439129,0.3809523809523809,0.0042404822439129,0.3809523809523809,False,False
cutout_17.hdf5,434,1,30.025634424752813,0.1904761904761904,0.0022220081022683,0.1904761904761904,0.004330235053637,0.3809523809523809,0.004330235053637,0.3809523809523809,False,False
cutout_17.hdf5,434,2,18.710049950221688,0.3809523809523809,0.0013742073272545,0.9047619047619048,0.0026556957602988,0.9523809523809524,0.0026556957602988,0.9523809523809524,False,False
cutout_17.hdf5,434,3,40.36993331210244,0.1428571428571428,0.0023141820264312,0.1428571428571428,0.0038679581810692,0.6190476190476191,0.0040264063904532,0.5714285714285714,False,False
cutout_17.hdf5,434,4,23.82788485261759,0.2857142857142857,0.0013631467260984,0.9047619047619048,0.0025599169925071,1.0,0.0025599169925071,1.0,False,False
cutout_17.hdf5,435,0,13.39951777041586,0.1904761904761904,0.0011042778748611,0.0952380952380952,0.0020100975917551,0.0952380952380952,0.0020100975917551,0.0952380952380952,False,False
cutout_17.hdf5,435,1,38.43553857026061,0.0476190476190476,0.0012767174336266,0.0476190476190476,0.002472659003821,0.0476190476190476,0.002472659003821,0.0476190476190476,True,True
cutout_17.hdf5,435,2,22.58185798427188,0.0476190476190476,0.0006426293904706,1.0,0.0009218382986589,1.0,0.0011463880254751,0.9047619047619048,True,False
cutout_17.hdf5,435,3,1.2018966813032066,0.9047619047619048,0.0009416190383334,0.3333333333333333,0.0016417502271578,0.238095238095238,0.0016417502271578,0.3333333333333333,False,False
cutout_17.hdf5,435,4,11.44476222476205,0.238095238095238,0.0010769340236378,0.1428571428571428,0.0019814221483572,0.0952380952380952,0.0019814221483572,0.0952380952380952,False,False
cutout_17.hdf5,436,0,3.916145243708612,0.5238095238095238,0.0004915129208589,0.8095238095238095,0.0015716127254445,0.4761904761904761,0.0015716127254445,0.4761904761904761,False,False
cutout_17.hdf5,436,1,2.850835145184832,0.5238095238095238,0.0005796611127652,0.2857142857142857,0.001979249134473,0.0476190476190476,0.001979249134473,0.0476190476190476,False,False
cutout_17.hdf5,436,2,5.168383804236092,0.4285714285714285,0.0004518119979756,1.0,0.0015178919367886,0.5714285714285714,0.0015178919367886,0.6190476190476191,False,False
cutout_17.hdf5,436,3,7.924541471584769,0.238095238095238,0.000546309361264,0.3809523809523809,0.0016019409857804,0.4285714285714285,0.0016019409857804,0.4285714285714285,False,False
cutout_17.hdf5,436,4,5.231505908550632,0.4285714285714285,0.0004598174723528,1.0,0.0014270927877953,0.8095238095238095,0.0014270927877953,0.9047619047619048,False,False
cutout_17.hdf5,437,0,15.535755116712435,0.3809523809523809,0.0042899927233294,0.8571428571428571,0.0063357850090178,0.9047619047619048,0.0075197360740492,0.6666666666666666,False,False
cutout_17.hdf5,437,1,0.9295168754282352,1.0,0.0057404920850391,0.4285714285714285,0.0094361596292111,0.4285714285714285,0.0103569018638175,0.4285714285714285,False,False
cutout_17.hdf5,437,2,2.319897680005323,0.9047619047619048,0.0050610033508831,0.5714285714285714,0.0078996849728124,0.5714285714285714,0.0083284468545319,0.6190476190476191,False,False
cutout_17.hdf5,437,3,2.3028983432746486,0.9047619047619048,0.005912494934693,0.3809523809523809,0.0096890782653344,0.4285714285714285,0.0096890782653344,0.4285714285714285,False,False
cutout_17.hdf5,437,4,12.186866177822951,0.4761904761904761,0.0044054079388129,0.7619047619047619,0.0069765644810669,0.7142857142857143,0.0074666787420825,0.7619047619047619,False,False
cutout_17.hdf5,438,0,7.1646001533865915,0.4285714285714285,0.0011382957124113,0.9523809523809524,0.002009866016017,0.7142857142857143,0.0022692173622034,0.6666666666666666,False,False
cutout_17.hdf5,438,1,0.9015233376220751,0.9523809523809524,0.0013287543060223,0.6190476190476191,0.0022070156418633,0.5714285714285714,0.002245595701644,0.7619047619047619,False,False
cutout_17.hdf5,438,2,1.050114302409509,0.9047619047619048,0.0013337706786077,0.5714285714285714,0.0021754382037607,0.5714285714285714,0.0024451598363563,0.5238095238095238,False,False
cutout_17.hdf5,438,3,29.550733456545597,0.1428571428571428,0.0017661764933264,0.0952380952380952,0.0032625270343574,0.1428571428571428,0.0032625270343574,0.1428571428571428,False,False
cutout_17.hdf5,438,4,3.798636759958521,0.7142857142857143,0.0011825929318212,0.8571428571428571,0.0017089754809502,0.9523809523809524,0.0022489399729513,0.7142857142857143,False,False
cutout_17.hdf5,439,0,3.1483556655880105,1.0,0.0034144063396864,0.3333333333333333,0.0055817934452963,0.3809523809523809,0.0055817934452963,0.3809523809523809,False,False
cutout_17.hdf5,439,1,5.635488447498389,0.8571428571428571,0.0030835289471227,0.5238095238095238,0.0048298652432998,0.5238095238095238,0.0049294076289761,0.5714285714285714,False,False
cutout_17.hdf5,439,2,12.408442945549396,0.3333333333333333,0.0028707289746426,0.9047619047619048,0.0044484176870922,0.7142857142857143,0.0048293148206007,0.8095238095238095,False,False
cutout_17.hdf5,439,3,12.13805737745606,0.3333333333333333,0.0028847405015789,0.8571428571428571,0.0042530103510044,0.9047619047619048,0.0048189656812639,0.8571428571428571,False,False
cutout_17.hdf5,439,4,3.6648001017599783,0.9523809523809524,0.0036470029022414,0.3333333333333333,0.0061902588827155,0.3333333333333333,0.0061902588827155,0.3333333333333333,False,False
cutout_17.hdf5,440,0,19.09728829085512,0.8571428571428571,0.0010248485048931,0.4285714285714285,0.0021948680829254,0.4761904761904761,0.0021948680829254,0.4761904761904761,False,False
cutout_17.hdf5,440,1,39.35542408317228,0.4761904761904761,0.0014286132576334,0.238095238095238,0.0031319485325778,0.238095238095238,0.0031319485325778,0.238095238095238,False,False
cutout_17.hdf5,440,2,47.9737130502675,0.1904761904761904,0.000424777209201,1.0,0.0014994005617489,0.8095238095238095,0.0014994005617489,0.8095238095238095,False,False
cutout_17.hdf5,440,3,44.45417821894325,0.238095238095238,0.0014736040397177,0.1904761904761904,0.0032030437527985,0.1904761904761904,0.0032030437527985,0.1904761904761904,False,False
cutout_17.hdf5,440,4,20.182183949586673,0.8571428571428571,0.000645378704001,0.5714285714285714,0.0012553512590173,0.9047619047619048,0.0013919224775167,0.8571428571428571,False,False
cutout_17.hdf5,441,0,18.176557222958095,0.238095238095238,0.0027720835151805,0.1904761904761904,0.005768265491439,0.0952380952380952,0.005768265491439,0.1428571428571428,False,False
cutout_17.hdf5,441,1,5.927453035786765,0.7142857142857143,0.0016762900373295,0.8095238095238095,0.002664953102716,0.7619047619047619,0.0029198962955256,0.8571428571428571,False,False
cutout_17.hdf5,441,2,8.291728157550413,0.5238095238095238,0.0015957172152757,0.8095238095238095,0.0029225618311617,0.7619047619047619,0.0033300210492771,0.7619047619047619,False,False
cutout_17.hdf5,441,3,25.905736835875743,0.1904761904761904,0.0012501193367251,0.8571428571428571,0.0017848367783408,0.9047619047619048,0.0026983827077352,0.9047619047619048,False,False
cutout_17.hdf5,441,4,7.993831227439432,0.6666666666666666,0.0016867684139823,0.7619047619047619,0.0029116503113381,0.7619047619047619,0.0036931092688919,0.7142857142857143,False,False
cutout_17.hdf5,442,0,7.2665307466195905,0.3333333333333333,0.0016886192653814,0.2857142857142857,0.0029671728623407,0.2857142857142857,0.0029671728623407,0.2857142857142857,False,False
cutout_17.hdf5,442,1,17.30746331028009,0.238095238095238,0.0018408731972786,0.238095238095238,0.0032227004048653,0.238095238095238,0.0032227004048653,0.238095238095238,False,False
cutout_17.hdf5,442,2,1.9107025707996084,0.8571428571428571,0.001444969656983,0.6666666666666666,0.0023899069246925,0.6190476190476191,0.0023899069246925,0.6190476190476191,False,False
cutout_17.hdf5,442,3,3.5949156459388596,0.6190476190476191,0.0013752891116974,0.8095238095238095,0.0020334232872605,0.9047619047619048,0.0022729752323096,0.6666666666666666,False,False
cutout_17.hdf5,442,4,2.740145893091421,0.6666666666666666,0.0015312739470406,0.5714285714285714,0.0025369673970862,0.5714285714285714,0.0025369673970862,0.5714285714285714,False,False
cutout_17.hdf5,443,0,26.05146317703771,0.4285714285714285,0.0036188629180777,0.4761904761904761,0.0072341676100233,0.6190476190476191,0.0073753076418467,0.6666666666666666,False,False
cutout_17.hdf5,443,1,127.11295515657756,0.1428571428571428,0.0058200110418229,0.1428571428571428,0.0121622923861135,0.1428571428571428,0.0138133956787805,0.0952380952380952,False,False
cutout_17.hdf5,443,2,132.60928485458956,0.1428571428571428,0.0060384768794252,0.1428571428571428,0.0121854196098939,0.1428571428571428,0.0129803530826346,0.1428571428571428,False,False
cutout_17.hdf5,443,3,3.8038507577486658,0.9523809523809524,0.0028463403812909,0.6666666666666666,0.0050924322261993,0.8095238095238095,0.0070391194695051,0.7619047619047619,False,False
cutout_17.hdf5,443,4,108.53362180411094,0.1428571428571428,0.0052390500413646,0.1428571428571428,0.0103806209166435,0.1904761904761904,0.0126671069434252,0.1428571428571428,False,False
cutout_17.hdf5,444,0,6.576685159359848,0.4761904761904761,0.000912657309297,0.0476190476190476,0.0032859283384155,0.0476190476190476,0.0032859283384155,0.0476190476190476,False,True
cutout_17.hdf5,444,1,19.800286335872585,0.1904761904761904,0.0006944124964205,0.6666666666666666,0.0028355332828297,0.238095238095238,0.0028355332828297,0.238095238095238,False,False
cutout_17.hdf5,444,2,3.8413902046845223,0.9047619047619048,0.0007021448655392,0.6666666666666666,0.0014241227389388,0.9047619047619048,0.0014241227389388,0.9047619047619048,False,False
cutout_17.hdf5,444,3,5.033628370811979,0.7619047619047619,0.0008575340756044,0.238095238095238,0.0020752810878979,0.6190476190476191,0.0020752810878979,0.6190476190476191,False,False
cutout_17.hdf5,444,4,1.9870138838494409,0.9523809523809524,0.0008151202943772,0.3809523809523809,0.0019331033992022,0.7619047619047619,0.0019331033992022,0.7619047619047619,False,False
cutout_17.hdf5,445,0,3.146953060969083,0.8095238095238095,0.0049437415813495,0.5238095238095238,0.0074675948308757,0.5714285714285714,0.0105013071059901,0.4285714285714285,False,False
cutout_17.hdf5,445,1,5.689732432257096,0.7142857142857143,0.0038607762109601,0.8095238095238095,0.0059504909775283,0.7142857142857143,0.0067825548727544,0.8571428571428571,False,False
cutout_17.hdf5,445,2,4.01048110637294,0.7619047619047619,0.0039723119189743,0.8095238095238095,0.0060683432806051,0.6666666666666666,0.0077069015472645,0.7619047619047619,False,False
cutout_17.hdf5,445,3,48.68916516874523,0.1904761904761904,0.0083574191578664,0.1428571428571428,0.0157939616443017,0.1428571428571428,0.0157939616443017,0.1904761904761904,False,False
cutout_17.hdf5,445,4,48.66652833609154,0.1904761904761904,0.0081459073475721,0.1904761904761904,0.0150534168774825,0.1904761904761904,0.0150580099169698,0.1904761904761904,False,False
cutout_17.hdf5,446,0,17.099983838331276,0.2857142857142857,0.0004491919804425,0.2857142857142857,0.0009286837762446,0.6190476190476191,0.0009286837762446,0.6190476190476191,False,False
cutout_17.hdf5,446,1,8.534111171140733,0.5714285714285714,0.0004368964100254,0.3333333333333333,0.0011175000206724,0.5238095238095238,0.0011175000206724,0.5238095238095238,False,False
cutout_17.hdf5,446,2,22.272300208186472,0.238095238095238,0.0004859407602687,0.0476190476190476,0.0015273979070737,0.0952380952380952,0.0015273979070737,0.0952380952380952,False,True
cutout_17.hdf5,446,3,3.2734146538068174,0.9047619047619048,0.0003533737061404,0.4285714285714285,0.0009464684124108,0.6190476190476191,0.0009464684124108,0.6190476190476191,False,False
cutout_17.hdf5,446,4,23.029751518192366,0.238095238095238,0.0004414448589227,0.3333333333333333,0.0009430182840795,0.6190476190476191,0.0009430182840795,0.6190476190476191,False,False
cutout_17.hdf5,447,0,17.3839783157632,0.8095238095238095,0.0009776936025285,0.9047619047619048,0.0033282462191481,0.5714285714285714,0.0033282462191481,0.8095238095238095,False,False
cutout_17.hdf5,447,1,41.863115106716975,0.1904761904761904,0.0022690573427639,0.1904761904761904,0.0040257769435144,0.4761904761904761,0.0070766346215845,0.0476190476190476,False,False
cutout_17.hdf5,447,2,13.656119326683411,0.9047619047619048,0.0012271603132962,0.7619047619047619,0.0026897566714808,0.7619047619047619,0.0043922437474007,0.5238095238095238,False,False
cutout_17.hdf5,447,3,37.69591759197026,0.238095238095238,0.0017635268452543,0.4285714285714285,0.0049757441959818,0.3809523809523809,0.0049757441959818,0.4761904761904761,False,False
cutout_17.hdf5,447,4,40.48304177683701,0.1904761904761904,0.0019079399135018,0.3333333333333333,0.004594944172945,0.3809523809523809,0.004594944172945,0.5238095238095238,False,False
cutout_17.hdf5,448,0,7.526271282106655,0.9523809523809524,0.0003718566005692,0.1904761904761904,0.0013557526051265,0.0952380952380952,0.0013557526051265,0.0952380952380952,False,False
cutout_17.hdf5,448,1,24.842296944616027,0.7142857142857143,0.0002842892275021,0.5714285714285714,0.0004659174026557,0.7142857142857143,0.0007657791506975,0.5238095238095238,False,False
cutout_17.hdf5,448,2,75.6213681088638,0.1428571428571428,0.0004815085862373,0.1428571428571428,0.0010589990924744,0.1428571428571428,0.0010589990924744,0.1904761904761904,False,False
cutout_17.hdf5,448,3,101.76746574124677,0.1428571428571428,0.0005590988563475,0.1428571428571428,0.0012298575800433,0.1428571428571428,0.0012298575800433,0.1428571428571428,False,False
cutout_17.hdf5,448,4,21.37006044738328,0.7619047619047619,0.0001705836414617,0.7619047619047619,0.0003979707030281,0.8571428571428571,0.0006016868446407,0.7142857142857143,False,False
cutout_17.hdf5,449,0,5.978938564524618,0.8095238095238095,0.0007870379829127,0.7142857142857143,0.0013569992886249,0.9047619047619048,0.0013569992886249,0.9523809523809524,False,False
cutout_17.hdf5,449,1,7.305779800818812,0.8095238095238095,0.0007826412236193,0.7619047619047619,0.0017622418185566,0.5714285714285714,0.0017622418185566,0.5714285714285714,False,False
cutout_17.hdf5,449,2,0.8808688690456024,1.0,0.0008024546680873,0.7142857142857143,0.0013762910686281,0.8095238095238095,0.0013762910686281,0.8571428571428571,False,False
cutout_17.hdf5,449,3,6.964599448664182,0.8095238095238095,0.0008418385255564,0.6190476190476191,0.0013545259580957,0.9047619047619048,0.0013545259580957,0.9523809523809524,False,False
cutout_17.hdf5,449,4,2.6659698458100785,0.9523809523809524,0.0007918822025651,0.7142857142857143,0.0013440785184322,0.9523809523809524,0.0013440785184322,1.0,False,False
cutout_18.hdf5,450,0,16.925623834778328,0.3809523809523809,0.001595171898583,0.8095238095238095,0.002270935120665,0.8571428571428571,0.0029780699271822,0.9047619047619048,False,False
cutout_18.hdf5,450,1,7.570724213401809,0.8571428571428571,0.0019633896316193,0.6190476190476191,0.0030839960407012,0.6666666666666666,0.0039939379851012,0.7142857142857143,False,False
cutout_18.hdf5,450,2,12.802069908011347,0.4285714285714285,0.001768975800658,0.7142857142857143,0.0023962395895633,0.8095238095238095,0.003654881062534,0.7619047619047619,False,False
cutout_18.hdf5,450,3,8.59913790606577,0.7619047619047619,0.0018455069861465,0.6666666666666666,0.0026034505149135,0.7619047619047619,0.0034730464443645,0.8571428571428571,False,False
cutout_18.hdf5,450,4,22.98254948885507,0.238095238095238,0.0034320631692011,0.1428571428571428,0.0070548740812707,0.1428571428571428,0.0070548740812707,0.1428571428571428,False,False
cutout_18.hdf5,451,0,15.949348066076366,0.1428571428571428,0.0015054325150962,0.7142857142857143,0.0048595682897169,0.1904761904761904,0.0048595682897169,0.1904761904761904,False,False
cutout_18.hdf5,451,1,4.233235024260617,0.4285714285714285,0.0013586074199158,0.9523809523809524,0.0044437077490023,0.3333333333333333,0.0044437077490023,0.3333333333333333,False,False
cutout_18.hdf5,451,2,1.0069483342822754,0.7142857142857143,0.0016534286692758,0.1428571428571428,0.0043739224249519,0.4285714285714285,0.0043739224249519,0.4285714285714285,False,False
